id,name,birthdate,deathdate
5295,Marshall Allman,1984-04-05,
5296,Marshall Bell,1942-09-28,
5297,Marta Etura,1978-10-28,
5298,Martha Coolidge,1946-08-17,
5299,Martha Higareda,1983-08-24,
5300,Martha MacIsaac,1984-10-11,
5301,Martijn Lakemeier,1993-09-17,
5302,Martin Balsam,1919-11-04,1996-02-13
5303,Martin Brest,1951-08-08,
5304,Martin Campbell,1968-10-13,
5305,Martin Clunes,1961-11-28,
5306,Martin Compston,1984-05-08,
5307,Martin Dew,1968-01-18,
5308,Martin Donovan,1957-08-19,
5309,Martin Hancock,,
5310,Martin Henderson,1974-10-08,
5311,Martin Koolhoven,1969-04-25,
5312,Martin Kove,1946-03-06,
5313,Martin Landau,1928-06-20,
5314,Martin Lawrence,1965-04-16,
5315,Martin Lucey,,
5316,Martin McDonagh,1970-03-26,
5317,Martin Ritt,1914-03-02,1990-12-08
5318,Martin Scorsese,1942-11-17,
5319,Martin Semmelrogge,1955-12-08,
5320,Martin Sharpe,,
5321,Martin Short,1950-03-26,
5322,Martin Starr,1982-07-30,
5323,Martin Weisz,1966-03-27,
5324,Martina Gedeck,1961-09-14,
5325,Marty Lindsey,1970-12-14,
5326,Martyn Pick,,
5327,Marv Albert,1941-06-12,
5328,Mary Astor,1906-05-03,1987-09-25
5329,Mary Carr,1874-03-14,1973-06-24
5330,Mary Catherine Garrison,1973-12-19,
5331,Mary Elizabeth Mastrantonio,1958-11-17,
5332,Mary Goggin,1952-08-12,
5333,Mary Harron,1953-01-12,
5334,Mary J. Blige,1971-01-11,
5335,Mary Kate Wiles,,
5336,Mary Kay Place,1947-09-23,
5337,Mary Lambert,,
5338,Mary Lynn Rajskub,1971-06-22,
5339,Mary McCormack,1969-02-08,
5340,Mary McDonnell,1952-04-28,
5341,Mary McGuckian,1965-05-27,
5342,Mary Mouser,1996-05-09,
5343,Mary Norwood,,
5344,Mary Page Keller,1961-03-03,
5345,Mary Pat Kelly,,
5346,Mary Tsoni,,
5347,Mary Tyler Moore,1936-12-29,2017-01-25
5348,Mary-Kate Olsen,1986-06-13,
5349,Maryam Keshavarz,,
5350,Masayuki Ochiai,,
5351,Masi Oka,1974-12-27,
5352,Mason Gamble,1986-01-16,
5353,Mason Lee,1990-05-30,
5354,Master P,1945-01-01,
5355,Mateo Gil,1972-09-23,
5356,Matheus Nachtergaele,1969-01-03,
5357,Mathew Buck,1990-12-01,
5358,Mathieu Amalric,1965-10-25,
5359,Mathieu Kassovitz,1967-08-03,
5360,Matias Varela,1980-06-23,
5361,Matisyahu,1978-06-30,
5362,Matt Bennett,1968-04-09,
5363,Matt Berry,1974-05-02,
5364,Matt Bettinelli-Olpin,,
5365,Matt Birch,,
5366,Matt Bomer,1977-10-11,
5367,Matt Bushell,1974-01-08,
5368,Matt Cimber,,
5369,Matt Cohen,,
5370,Matt Crabtree,,
5371,Matt Craven,1956-11-10,
5372,Matt Damon,1970-10-08,
5373,Matt Day,1971-09-28,
5374,Matt Dillon,1964-02-18,
5375,Matt Frewer,1958-01-04,
5376,Matt Gerald,,
5377,Matt Hill,,
5378,Matt Hunter,,
5379,Matt Jackson,,
5380,Matt Johnson,,
5381,Matt Jones,1981-11-01,
5382,Matt Keeslar,1972-10-15,
5383,Matt King,1983-07-28,
5384,Matt Letscher,1970-06-26,
5385,Matt Long,1980-05-18,
5386,Matt Lucas,1974-03-05,
5387,Matt Maiellaro,,
5388,Matt Malloy,,
5389,Matt Marr,,
5390,Matt McCoy,1958-05-20,
5391,Matt O'Leary,1987-07-06,
5392,Matt Piedmont,,
5393,Matt Price,,
5394,Matt Prokop,1990-07-29,
5395,Matt Reeves,1966-04-27,
5396,Matt Ross,1970-01-03,
5397,Matt Ryan,,
5398,Matt Schulze,1972-07-03,
5399,Matt Servitto,1965-04-07,
5400,Matt Shively,1990-09-15,
5401,Matt Smith,1982-10-28,
5402,Matt Stone,1971-05-26,
5403,Matt Walsh,1964-10-13,
5404,Matt Williams,,
5405,Matthew Alan,,
5406,Matthew Borlenghi,1967-05-25,
5407,Matthew Bright,1965-07-08,
5408,Matthew Broderick,1962-03-21,
5409,Matthew Cowles,1944-09-28,2014-05-22
5410,Matthew Daddario,,
5411,Matthew Diamond,,
5412,Matthew Emerick,,
5413,Matthew Feeney,1968-07-12,
5414,Matthew Glave,1963-08-19,
5415,Matthew Gray Gubler,1980-03-09,
5416,Matthew Gumley,1997-02-07,
5417,Matthew Hastings,1967-10-21,
5418,Matthew Knight,1994-02-16,
5419,Matthew Lawrence,1980-02-11,
5420,Matthew Macfadyen,1974-10-17,
5421,Matthew McConaughey,1969-11-04,
5422,Matthew McGrory,1973-05-17,2005-08-09
5423,Matthew Modine,1959-03-22,
5424,Matthew O'Callaghan,,
5425,Matthew Perry,1969-08-19,
5426,Matthew R. Anderson,,
5427,Matthew Robbins,1945-07-15,
5428,Matthew Senreich,1974-06-17,
5429,Matthew Settle,1969-09-17,
5430,Matthew Sunderland,,
5431,Matthew Vaughn,1971-03-07,
5432,Matthew Walker,,
5433,Matthew Watts,,
5434,Matthew Ziff,1991-03-24,
5435,Matthias Habich,1940-01-12,
5436,Matty Rich,1971-11-06,
5437,Maude Apatow,1997-12-15,
5438,Maura Tierney,1965-02-03,
5439,Maureen McCormick,1956-08-05,
5440,Maurice Compte,,
5441,Maurice Joyce,1969-03-13,
5442,Maurice LaMarche,1958-03-30,
5443,Maurice Roëves,1937-03-19,
5444,Maurizio Benazzo,,
5445,Maury Chaykin,1949-07-27,2010-07-27
5446,Max Adler,1986-01-17,
5447,Max Beesley,1971-04-16,
5448,Max Casella,1967-06-06,
5449,Max Cullen,1940-04-29,
5450,Max Färberböck,1950-09-22,
5451,Max Gail,1943-04-05,
5452,Max Joseph,,
5453,Max Kerstein,,
5454,Max Mayer,,
5455,Max Minghella,1985-09-16,
5456,Max Records,1997-06-18,
5457,Max Riemelt,1984-01-07,
5458,Max Ryan,,
5459,Max Wright,1943-08-02,
5460,Maximilian Dirr,1983-01-06,
5461,Maximilian Schell,1930-12-08,2014-02-01
5462,Maxine Bahns,1971-02-28,
5463,Maxwell Moody,,
5464,Maya Angelou,1928-04-04,2014-05-28
5465,McG,1975-08-12,
5466,Mckenna Grace,2006-06-25,
5467,Meat Loaf,1947-09-27,
5468,Meg Crosbie,2003-07-11,
5469,Meg Foster,1948-05-10,
5470,Megalyn Echikunwoke,1983-05-28,
5471,Megan Ambuhl Graner,,
5472,Megan Burns,1986-06-25,
5473,Megan Charpentier,,
5474,Megan Follows,1968-03-14,
5475,Megan Franich,,
5476,Megan Hilty,1981-03-29,
5477,Megan Mullally,1958-11-12,
5478,Megan Park,1986-07-24,
5479,Meghan Heffern,1983-10-03,
5480,Meghan Ory,1982-08-20,
5481,Megyn Price,1971-03-24,
5482,Mehcad Brooks,1980-10-25,
5483,Mei Melançon,1980-03-03,
5484,Meiert Avis,,
5485,Meisa Kuroki,1988-05-28,
5486,Mekhi Phifer,1974-12-29,
5487,Mekia Cox,,
5488,Mel Blanc,1908-05-30,1989-07-10
5489,Mel Brooks,1926-06-28,
5490,Mel Eslyn,1983-08-19,
5491,Mel Ferrer,1917-08-25,2008-06-02
5492,Mel Gibson,1956-01-03,
5493,Mel Rodriguez,1973-06-12,
5494,Mel Smith,1952-12-03,2013-07-19
5495,Mel Stuart,1928-09-02,2012-08-09
5496,Mélanie Doutey,1978-11-22,
5497,Melanie Griffith,1957-08-09,
5498,Melanie Kinnaman,1953-12-18,
5499,Melanie Papalia,1984-07-11,
5500,Melina Kanakaredes,1967-04-23,
5501,Melinda Clarke,1969-04-24,
5502,Melinda Dillon,1939-10-13,
5503,Melissa Altro,1982-05-16,
5504,Melissa Bardin Galsky,1972-01-17,
5505,Melissa Benoist,1988-10-04,
5506,Melissa Bolona,,
5507,Mélissa Désormeaux-Poulin,,
5508,Melissa Gilbert,1964-05-08,
5509,Melissa McMeekin,1972-11-20,
5510,Melissa Ordway,1983-03-31,
5511,Melissa Roxburgh,1992-12-10,
5512,Melissa Sagemiller,1974-06-01,
5513,Melissa Sturm,,
5514,Mélissa Theuriau,1978-07-18,
5515,Melonie Diaz,1984-04-25,
5516,Melora Walters,1960-10-21,
5517,Melvil Poupaud,1973-01-26,
5518,Melville Shavelson,1917-04-01,2007-08-08
5519,Melvin Van Peebles,1932-08-21,
5520,Melvyn Douglas,1901-04-05,1981-08-04
5521,Mem Ferda,1963-10-30,
5522,Mennan Yapo,,
5523,Menno Meyjes,,
5524,Merab Ninidze,1965-11-03,
5525,Mercedes Morán,1955-09-21,
5526,Meredith Hagner,1987-05-31,
5527,Meredith Scott Lynn,1970-03-08,
5528,Merritt Wever,1980-08-11,
5529,Merry Clayton,1948-12-25,
5530,Mervyn LeRoy,1900-10-15,1987-09-13
5531,Meryl Streep,1949-06-22,
5532,Method Man,1971-01-11,
5533,Mews Small,1942-03-20,
5534,Mhairi Calvey,1988-05-07,
5535,Mia Barron,,
5536,Mia Farrow,1945-02-09,
5537,Mia Kirshner,1975-01-25,
5538,Mía Maestro,1968-03-31,
5539,Mia Sara,1967-06-19,
5540,Mia Wasikowska,1989-10-14,
5541,Mic Rodgers,,
5542,Micah Sloat,,
5543,Michael Aaron Milligan,,
5544,Michael Abbott Jr.,1978-07-08,
5545,Michael Anderson,,
5546,Michael Angarano,1987-12-03,
5547,Michael Apted,1941-02-10,
5548,Michael Bay,1965-02-17,
5549,Michael Beach,1963-10-30,
5550,Michael Beck,,
5551,Michael Berryman,1948-09-04,
5552,Michael Biehn,1956-07-31,
5553,Michael Bolten,1991-07-27,
5554,Michael Bowen,1953-06-21,
5555,Michael Bower,1975-02-12,
5556,Michael Brandon,1945-04-20,
5557,Michael Burke,,
5558,Michael Byrne,1943-11-07,
5559,Michael C. Williams,1966-11-22,
5560,Michael Caton-Jones,1957-10-15,
5561,Michael Cerveris,1960-11-06,
5562,Michael Chapman,,
5563,Michael Chernus,1977-08-08,
5564,Michael Cimino,1939-02-03,2016-07-02
5565,Michael Clancy,,
5566,Michael Cohn,1951-09-05,
5567,Michael Corrente,1959-04-06,
5568,Michael Cortez,,
5569,Michael Crichton,1942-10-23,2008-11-04
5570,Michael Cristofer,1945-01-22,
5571,Michael Cudlitz,1964-12-29,
5572,Michael Cuesta,1963-07-08,
5573,Michael Curtiz,1886-12-24,1962-04-10
5574,Michael D. Sellers,,
5575,Michael DeLorenzo,1959-10-31,
5576,Michael Derek,1942-01-31,1994-02-19
5577,Michael Des Barres,1948-01-24,
5578,Michael Dinner,,
5579,Michael Dorman,1981-04-26,
5580,Michael Dorn,1952-12-09,
5581,Michael Dougherty,1974-10-28,
5582,Michael Douglas,1944-09-25,
5583,Michael Dowse,1973-04-19,
5584,Michael Dudikoff,1954-10-08,
5585,Michael Eisner,1942-03-07,
5586,Michael Elian,,
5587,Michael Elphick,1946-09-19,2002-09-07
5588,Michael Emerson,1954-09-07,
5589,Michael Fassbender,1977-04-02,
5590,Michael Gaston,1967-02-15,
5591,Michael Gornick,,
5592,Michael Gough,1916-11-23,2011-03-17
5593,Michael Greyeyes,1967-06-04,
5594,Michael Gross,1947-06-21,
5595,Michael Haneke,1942-03-23,
5596,Michael Harding,,
5597,Michael Herz,,
5598,Michael Higgenbottom,,
5599,Michael Hitchcock,1958-07-28,
5600,Michael Hoffman,1956-11-30,
5601,Michael Hoffman Jr.,1981-02-27,
5602,Michael Horse,1951-12-21,
5603,Michael Imperioli,1966-03-26,
5604,Michael Irby,1972-11-16,
5605,Michael J. Bassett,,
5606,Michael J. Burg,1968-12-28,
5607,Michael J. Morris,1907-05-26,1979-06-11
5608,Michael J. Pollard,1939-05-30,
5609,Michael Jai White,1967-11-10,
5610,Michael Jeter,1952-08-26,2003-03-30
5611,Michael Joiner,,
5612,Michael Jordan,1987-02-09,
5613,Michael Kang,1954-09-14,
5614,Michael Kelly,1969-05-22,
5615,Michael Kitchen,1948-10-31,
5616,Michael Landers,1962-03-12,
5617,Michael Landes,1972-09-18,
5618,Michael Landon Jr.,1964-06-20,
5619,Michael Lehmann,1957-03-30,
5620,Michael Lembeck,1948-06-25,
5621,Michael Lerner,1941-06-22,
5622,Michael Lieber,,
5623,Michael Lonsdale,1931-05-24,
5624,Michael Mann,1943-02-05,
5625,Michael Martin,,
5626,Michael Mayer,,
5627,Michael McCullers,,
5628,Michael McElhatton,,
5629,Michael McGlone,1972-08-10,
5630,Michael McGowan,1966-04-14,
5631,Michael McKean,1947-10-17,
5632,Michael McLafferty,1972-09-05,
5633,Michael McMillian,1978-10-21,
5634,Michael Meredith,1967-09-22,
5635,Michael Michele,1966-08-30,
5636,Michael Monks,,
5637,Michael Moore,1954-04-23,
5638,Michael Mosley,1957-03-22,
5639,Michael Nardone,1967-01-20,
5640,Michael Nouri,1945-12-09,
5641,Michael Nyqvist,1960-11-08,
5642,Michael O. Sajbel,,
5643,Michael O'Keefe,1977-07-27,
5644,Michael O'Neill,,
5645,Michael Palin,1943-05-05,
5646,Michael Papajohn,1964-11-07,
5647,Michael Paré,,
5648,Michael Parks,1940-04-24,
5649,Michael Parle,1958-10-09,
5650,Michael Patrick Jann,1970-05-15,
5651,Michael Patrick King,1954-09-14,
5652,Michael Polish,1970-10-30,
5653,Michael Pollan,1955-02-06,
5654,Michael Potts,,
5655,Michael Pressman,1950-07-01,
5656,Michael Radford,1946-02-24,
5657,Michael Rady,1981-08-20,
5658,Michael Rapaport,1970-03-20,
5659,Michael Raymond-James,1977-12-24,
5660,Michael Richards,1975-07-05,
5661,Michael Rispoli,1960-11-27,
5662,Michael Ritchie,1938-11-28,2001-04-16
5663,Michael Roark,1983-05-09,
5664,Michael Roemer,1928-01-01,
5665,Michael Rymer,,
5666,Michael Schultz,1938-11-10,
5667,Michael Smiley,,
5668,Michael Spears,1977-12-28,
5669,Michael Spierig,,
5670,Michael Stahl-David,1982-10-28,
5671,Michael Stuhlbarg,1968-07-05,
5672,Michael Sucsy,1973-02-14,
5673,Michael Taliferro,1961-08-23,2006-05-04
5674,Michael Tiddes,,
5675,Michael Tollin,1955-10-06,
5676,Michael Wadleigh,1939-09-24,
5677,Michael Walker,,
5678,Michael Welch,1987-07-25,
5679,Michael Weston,1973-10-25,
5680,Michael Wincott,1958-01-21,
5681,Michael Winner,,
5682,Michael Winnick,,
5683,Michael Winslow,1958-09-06,
5684,Michael Winterbottom,1961-03-29,
5685,Michael Wong,,
5686,Michael Wright,1956-04-30,
5687,Michaela Conlin,1978-06-09,
5688,Michaela McManus,1983-05-20,
5689,Michaela Watkins,,
5690,Michel Bouquet,1925-11-06,
5691,Michel Côté,,
5692,Michel Galabru,1922-10-27,2016-01-04
5693,Michel Gondry,1963-05-08,
5694,Michel Hazanavicius,1967-03-29,
5695,Michel Leclerc,,
5696,Michel Muller,1966-09-09,
5697,Michel Orion Scott,,
5698,Michel Robin,1930-10-13,
5699,Michel Serrault,1928-01-24,2007-07-29
5700,Michel Simon,1895-04-09,1975-05-30
5701,Michele Morrow,1978-03-19,
5702,Michelle Forbes,1965-01-08,
5703,Michelle Hurst,,
5704,Michelle Krusiec,1974-10-02,
5705,Michelle Nolden,,
5706,Michelle Simone Miller,,
5707,Michelle Tabora,,
5708,Michiel Huisman,1981-07-18,
5709,Mick Foley,1965-06-07,
5710,Mick Jackson,1943-10-04,
5711,Mick Jagger,1943-07-26,
5712,Mick Lally,1945-11-10,2010-08-31
5713,Mickey Hart,1943-09-11,
5714,Mickey Liddell,,
5715,Miguel A. Núñez Jr.,,
5716,Miguel Ángel Solá,1950-05-14,
5717,Miguel Arteta,,
5718,Miguel Ferrer,1955-02-07,2017-01-19
5719,Miguel Sandoval,1951-11-16,
5720,Miguel Sapochnik,,
5721,Mihalis Giannatos,,2013-09-17
5722,Mika Boorem,1987-08-18,
5723,Mikaal Bates,,
5724,Mikael Håfström,1960-07-01,
5725,Mikael Salomon,1945-02-24,
5726,Mikal Vega,,
5727,Mike 'The Miz' Mizanin,1980-10-08,
5728,Mike Barker,,
5729,Mike Beckingham,,
5730,Mike Bell,1938-07-30,
5731,Mike Bigelow,,
5732,Mike Binder,,
5733,Mike Birbiglia,1978-06-20,
5734,Mike Block,,
5735,Mike Brett,,
5736,Mike Bruce,,
5737,Mike Cahill,1979-07-05,
5738,Mike Colter,1976-08-26,
5739,Mike Disa,,
5740,Mike Dopud,1968-06-10,
5741,Mike Doyle,,
5742,Mike Epps,1970-11-18,
5743,Mike Eshaq,,
5744,Mike Farrell,1939-02-06,
5745,Mike Figgis,1948-02-28,
5746,Mike Figueroa,1977-05-15,
5747,Mike Flanagan,1978-05-20,
5748,Mike Gabriel,1954-11-05,
5749,Mike Hodges,,
5750,Mike Howard,,
5751,Mike Huckabee,1955-08-24,
5752,Mike Judge,1962-10-17,
5753,Mike Leigh,1943-02-20,
5754,Mike Marvin,,
5755,Mike Mayhall,,
5756,Mike McCoy,,
5757,Mike Mills,,
5758,Mike Mitchell,,
5759,Mike Muscat,1952-05-22,
5760,Mike Nawrocki,1966-07-08,
5761,Mike Newell,1942-03-28,
5762,Mike Nichols,1931-11-06,2014-11-19
5763,Mike O'Malley,1966-10-31,
5764,Mike Stanley,,
5765,Mike Starr,1950-07-29,
5766,Mike Tyson,1966-06-30,
5767,Mike van Diem,1959-01-12,
5768,Mike Vogel,1979-07-17,
5769,Mike White,1970-06-28,
5770,Mikel Rueda,1980-07-06,
5771,Mikki Padilla,1974-05-27,
5772,Miko Hughes,1986-02-22,
5773,Mila Kunis,1983-08-14,
5774,Milan Lasica,1940-02-03,
5775,Milla Jovovich,1975-12-17,
5776,Milo O'Shea,1926-06-02,2013-04-02
5777,Milos Forman,1932-02-18,
5778,Mimi Kirkland,,
5779,Mimi Leder,1952-01-26,
5780,Mimi Rogers,1956-01-27,
5781,Min-sik Choi,1962-01-22,
5782,Mindy Kaling,1979-06-24,
5783,Mindy Sterling,1953-07-11,
5784,Ming-Na Wen,1963-11-20,
5785,Mini Anden,1978-06-07,
5786,Mink Stole,1947-08-25,
5787,Minnie Driver,1970-01-31,
5788,Minoru Chiaki,1917-07-30,1999-11-01
5789,Mira Nair,1957-10-15,
5790,Mira Sorvino,1967-09-28,
5791,Miranda Cosgrove,1993-05-14,
5792,Miranda July,1974-02-15,
5793,Miranda Otto,1967-12-16,
5794,Miranda Richardson,1958-03-03,
5795,Mircea Monroe,1982-03-11,
5796,Mireille Enos,1975-09-22,
5797,Miriam Colon,1936-08-20,2017-03-03
5798,Miriam Margolyes,1941-05-18,
5799,Miriam Shor,1971-07-25,
5800,Miriama Smith,1976-06-03,
5801,Mirlan Abdulayev,,
5802,Misha Gabriel Hamilton,1987-05-13,
5803,Mishael Morgan,,
5804,Misty Upham,1982-07-06,2014-10-05
5805,Mitch Davis,,
5806,Mitch Pileggi,1952-04-05,
5807,Mitchell Altieri,,
5808,Mitchell Lichtenstein,1956-03-10,
5809,Mitchell Ryan,1928-01-11,
5810,Mithun Chakraborty,1947-06-16,
5811,Mitsuo Iwata,1967-07-31,
5812,Miyu Irino,1988-02-19,
5813,Mo Gallini,1966-02-15,
5814,Mo'Nique,1967-12-11,
5815,Mohamad Haref Harati,,
5816,Mohammad Amir Naji,,
5817,Moises Arias,1994-04-18,
5818,Mojgan Faramarzi,,
5819,Molly Bernstein,,
5820,Molly C. Quinn,1993-10-08,
5821,Molly Dunsworth,,
5822,Molly Ephraim,1986-05-22,
5823,Molly Hagan,1961-08-03,
5824,Molly Parker,1972-06-30,
5825,Molly Shannon,1964-09-16,
5826,Mona Fastvold,1986-03-07,
5827,Mona Marshall,1947-08-31,
5828,Monda Scott,,
5829,Monica Barladeanu,1978-12-12,
5830,Monica Calhoun,1971-07-29,
5831,Monica Keena,1979-05-28,
5832,Monica Potter,1971-06-30,
5833,Monique Candelaria,,
5834,Monique Gabriela Curnen,1970-09-07,
5835,Monte Hellman,1932-07-12,
5836,Montgomery Clift,1920-10-17,1966-07-23
5837,Mor Loushy,,
5838,Mora Stephens,1976-02-05,
5839,Morgan Fairchild,1950-02-03,
5840,Morgan Freeman,1937-06-01,
5841,Morgan J. Freeman,1937-06-01,
5842,Morgan Neville,1967-10-10,
5843,Morgan Saylor,1994-10-26,
5844,Morgan Spurlock,1970-11-07,
5845,Morgana O'Reilly,1985-08-19,
