Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,
The Pursuit of Happyness,2006,Glen Park Subway Station,,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,
The Pursuit of Happyness,2006,Glide Memorial Church (434 Ellis St),,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,
The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,
The Pursuit of Happyness,2006,Golden Gate Park Children's Playground ,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,
The Right Stuff,1983,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)",,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,
The Right Stuff,1983,Cow Palace,"Supposedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"". ",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,
The Right Stuff,1983,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,
The Right Stuff,1983,Financial District,,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,
The Rock,1996,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Rock,1996,The San Francisco Bay,,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Wedding Planner,2001,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Rock,1996,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Rock,1996,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Rock,1996,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,
The Sweetest Thing,2002,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,,
The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Exteriors of the church were used. ,Paramount Pictures,Paramount Pictures,Cecil B. DeMille,"Jesse L. Lasky, Jr.",Charlton Heston,Yul Brynner,Anne Baxter,
The Times of Harvey Milk,1984,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Anne Kronenberg,
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,Firestation #38 (California & Laguna),,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Towering Inferno,1974,2898 Vallejo Street,,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,
The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,Pleasant Street at Taylor,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,Pier 7 (The Embarcadero),,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,Montgomery Street at Union Street,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,Lincoln Park,The land on which the park stands was a cemetery until the late 1860s. ,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,
The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,
The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,
The Woman In Red,1984,Montgomery Street at Union Street,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,
The Zodiac,2005,,,Blackwater Films,THINKFilm,Alexander Bulkley,Alexander Bulkley & Kelley Bulkeley,Justin Chambers,Robin Tunney,,
They Call Me MISTER Tibbs,1970,,,Mirisch Corporation,United Artists,Gordon Douglas,Alan R. Trustman,Sidney Poitier,Martin Landau,Barbara McNair,
Thief of Hearts,1984,,,Paramount Pictures,Paramount Pictures,Douglas Day Stewart,Douglas Day Stewart,Steven Bauer ,David Caruso,Barbara Williams,
Time After Time,1979,Lombard & Laguna Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Lombard & Fillmore Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Lombard & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Lombard & Broderick Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Intersection of California & Grant Streets (Richmond District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)","The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Golden Gate Park,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,"Ghirardelli Square (900 North Point Street, Fisherman's Wharf)","In 1893, chocolatier Domingo Ghirardelli bought an entire city block to house the headquarters of Ghirardelli Chocolates.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Chestnut & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Broadway at Osgood Street (North Beach),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,2340 Francisco Street,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Old St. Mary's Church (660 California Street at Grant),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,One Embarcadero Center (Financial District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdorff),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Time After Time,1979,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,
Tin Cup,1996,,,Regency Enterprises,Warner Bros. Pictures,Ron Shelton,John Norville,Kevin Costner,Rene Russo,,
To the Ends of the Earth,1948,,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,Signe Hasso,Maylia,
True Believer,1989,,,Columbia Pictures Corporation,Columbia Pictures,Joseph Ruben,Wesley Strick,James Woods,"Robert Downey, Jr.",,
Tucker: The Man and His Dream,1988,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Marin Landau,
Tweek City,2005,,,Tweek City LLC,Maverick Entertainment Group,Eric G. Johnson,Eric G. Johnson,Giuseppe Andrews,,,
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
Twisted,2004,Piers 30-32,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
Twisted,2004,Pier 39,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
Twisted,2004,Pier 24,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
Twisted,2004,Mojito (1337-1339 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,
